signature,database,buildtime,version
Win.Downloader.Hzde-6799961-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Unsafe-6799962-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Scbg-6799963-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Razy-6799964-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Generic-6799965-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Downloader.Zusy-6799966-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Pioneer-6800033-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Flystudio-6800034-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Sality-6800165-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Upatre-6801223-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Downloader.Upatre-6801224-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Upatre-6801225-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Upatre-6801226-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Upatre-6801227-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Downloader.Upatre-6801228-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Upatre-6801229-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Upatre-6801230-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Downloader.Upatre-6801231-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Upatre-6801232-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Kolabc-6801233-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Fareit-6801234-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Ponystealer-6801235-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Manbat-6801236-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Fareit-6801237-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Cupi-6801238-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Afnu-6801239-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Flystudio-6801240-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Dropper.Mudrop-6801241-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Darkkomet-6801242-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Vbkryjetor-6801243-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Fareit-6801244-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Fareit-6801245-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Noon-6801246-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Manbat-6801247-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Ponystealer-6801248-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Ransomware.Fbip-6801249-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Flystudio-6801251-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Sality-6801253-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Sivis-6801255-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Hupigon-6801256-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Rungbu-6801259-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Sivis-6801260-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Sivis-6802048-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Sivis-6802083-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Sality-6802540-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Sivis-6802574-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Virut-6802671-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Bifrose-6802672-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.003c363a-6802673-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Cobra-6802674-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Spesr-6802675-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Razy-6802676-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Generic-6802677-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Johnnie-6802678-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Gibi-6802679-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Razy-6802680-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Zeroaccess-6802681-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Parite-6802682-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Sality-6802715-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Sality-6802716-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Sality-6802717-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Virut-6802718-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Tofsee-6802755-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Exploit.CVE_2018_8639-6802757-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Nitol-6802818-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Packed-6803108-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Kolab-6803326-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Kolab-6803328-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.VBGeneric-6803361-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.VBGeneric-6803362-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Dropper.Gamarue-6803363-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.VBGeneric-6803365-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.VBGeneric-6803366-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.VBGeneric-6803367-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Sivis-6803368-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Emotet-6803404-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Vbtrojan-6803406-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Score-6803407-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Generic-6803408-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Sality-6803474-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Sality-6803475-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Sality-6803476-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Sality-6803477-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Dropper.Remcos-6803611-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Remcos-6803612-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Remcos-6803613-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Upatre-6803700-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Gamarue-6803702-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Padodor-6803703-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Gamarue-6803704-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Rootkit-6803706-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Dinwod-6803712-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Ramnit-6803758-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.8944b-6803765-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Kazy-6803768-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Cabby-6803812-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Gepys-6803818-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Sdbot-6803821-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Adware.Razy-6803826-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Graftor-6803828-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Score-6803830-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Tspy-6803833-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Qjwmonkey-6803835-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Score-6803837-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Downloadguide-6803841-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Coinminer-6803845-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Parite-6803849-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Symmi-6803850-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Zusy-6803852-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Downloadguide-6803860-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Swisyn-6803865-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Kuzitui-6803867-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Gepys-6803868-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Lmvwkprng-6803869-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Taranis-6803871-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Dlut-6803872-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Razy-6803873-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Autoit-6803882-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Cerber-6803884-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Rovnix-6803887-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Miner-6803891-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Dangeroussig-6803894-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Ursnif-6803901-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Remoteadmin-6803903-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Zegost-6803906-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Microfake-6803907-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Snarasite-6803908-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Autohk-6803911-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Softpulse-6803917-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Downloader.Upatre-6803920-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Picsys-6803925-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Coinminer-6803926-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Shipup-6803929-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Dlww-6803930-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Gepys-6803932-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Rngmi-6803933-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Graftor-6803934-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Troldesh-6803935-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Ransomware.Wannacry-6803937-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Ursu-6803941-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Jaik-6803944-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Flystudio-6803945-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Sytro-6803948-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Gepys-6803949-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Pioneer-6803950-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Gofot-6803953-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Ulise-6803962-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Adware.Installcore-6803965-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Graftor-6803973-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Sytro-6803980-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Swisyn-6803982-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Ursu-6803983-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Ulise-6803985-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Razy-6803986-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Fugrafa-6803990-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Virut-6804063-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Exploit.CVE_2018_8611-6804064-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Unsafe-6804066-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Zusy-6804067-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Barys-6804071-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Zboter-6804074-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Nitol-6804076-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Razy-6804077-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Eggnog-6804079-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Xtrat-6804081-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Midie-6804082-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Downloader.Upatre-6804083-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Dropper.Generic-6804084-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Wabot-6804087-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Downloader.Unruy-6804088-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Upatre-6804091-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Picsys-6804092-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Netsky-6804096-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Dalexis-6804098-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Servstart-6804099-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Kryptik-6804100-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Picsys-6804101-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Upatre-6804104-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Triusor-6804106-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Mydoom-6804110-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Downloader.Kazy-6804111-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Gamarue-6804112-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Virut-6804113-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Advml-6804117-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Triusor-6804118-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Advml-6804124-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Daws-6804126-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Razy-6804127-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Dynamer-6804134-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Downloader.Dhwsnb-6804136-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Exploder-6804138-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Sivis-6804139-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Vtflooder-6804140-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Mudrop-6804141-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Pcclient-6804142-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Vtflooder-6804143-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Triusor-6804144-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Bladabindi-6804148-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Upatre-6804153-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Tinba-6804155-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Deepscan-6804157-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Agentb-6804158-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Vtflooder-6804159-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Vobfus-6804160-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Broskod-6804161-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Icedid-6804165-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Urelas-6804166-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Cerber-6804167-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Zusy-6804169-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Lethic-6804170-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Lethic-6804171-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Lethic-6804172-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Gepys-6804173-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Cerber-6804174-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Shipup-6804175-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Zusy-6804176-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Generickdz-6804179-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Urelas-6804186-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Scar-6804189-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Score-6804192-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Coinminer-6804193-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Zbot-6804195-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Ulise-6804209-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Cerbu-6804210-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Mailru-6804211-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Razy-6804213-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Gepys-6804216-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Triusor-6804217-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Score-6804219-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Antno-6804220-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Startpage-6804223-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Icedid-6804224-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Ulise-6804248-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Minggy-6804255-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Coinminer-6804256-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Vilsel-6804257-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Autorun-6804261-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Ransomware.Wannacrypt-6804263-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Urelas-6804264-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Flystudio-6804266-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Virut-6804273-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Ludbaruma-6804276-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.VBGeneric-6804306-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Filerepmetagen-6804307-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Dropper.Malrep-6804308-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Gamarue-6804309-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Generic-6804310-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.VBGeneric-6804311-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.VBGeneric-6804312-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Ponik-6804313-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.VBGeneric-6804314-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Gamarue-6804315-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.VBGeneric-6804316-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Razy-6804317-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Skeeyah-6804318-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Deliric-6804319-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Dropper.Rebhip-6804320-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Tofsee-6804321-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Gamarue-6804322-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Generickdv-6804323-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Llac-6804324-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Generic-6804325-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.VBGeneric-6804326-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Keylogger.Barys-6804327-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Deliric-6804328-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Dropper.Llac-6804329-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Vbkryjetor-6804330-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Dropper.Llac-6804331-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Deliric-6804332-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Barys-6804333-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Dropper.Llac-6804334-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Dropper.Razy-6804335-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Tofsee-6804336-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Hoaki-6804337-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Dropper.Binder-6804338-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Tofsee-6804339-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Tofsee-6804340-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.00508a-6804341-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Dropper.Llac-6804342-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Barys-6804343-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.VBGeneric-6804344-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Quasar-6804346-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Deliric-6804347-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.VBGeneric-6804348-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.VBGeneric-6804349-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Dropper.Binder-6804350-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Ponystealer-6804351-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Vbkryjetor-6804352-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Vbkryjetor-6804353-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.VBGeneric-6804354-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Dropper.Razy-6804355-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Vbkryjetor-6804356-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Vbkryjetor-6804357-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Coantor-6804358-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Deliric-6804359-1,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Llac-6804360-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Bitcoinminer-6804398-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Worm.Wauchos-6804402-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Razy-6804404-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Razy-6804413-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Gepys-6804422-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Gepys-6804423-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Ulise-6804424-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Shipup-6804425-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Passwordstealera-6804430-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Ulise-6804436-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Packed.Cerbu-6804437-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Virus.Ramnit-6804439-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Shifu-6804440-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Trojan.Bitcoinminer-6804444-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Ursu-6804445-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Midie-6804446-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Ursnif-6804448-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Unwaders-6804453-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Razy-6804455-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Keylogger.Symmi-6804460-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Generickdz-6804461-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Nymaim-6804464-0,main.ldb,16 Sep 2021 08:32 -0400,62
Win.Malware.Tar4rkdi-6804466-0,main.ldb,16 Sep 2021 08:32 -0400,62
